Controle;ID;Data;Hora;Usuario;Documento;TipoColegiado;Setor;Atividade;Denominacao;Finalidade;Referencia;Coordenacao;Orgaos_Componentes;Representantes;Setor_Representante;Remuneracao;Em_Atividade;Ato_Criacao;Data_Criacao;Interna_Externa;Prazo;Setor_Titular;Valor;Relacionamento_CONSUG_CG;Ato_Principal;Ato_Decreto;Tema;Membros_ACMD;Membros_ACMD_FA;Finalidade_Nova_Incremental;Representacao_Colegiado;Identificador_Link
;1;;;;PORTARIA SEPESD-MD N° 2.907, de 21 de maio de 2026;designa;;comite;Comitê de Prevenção e Controle de IST/HIV das Forças Armadas no Brasil - COPRECOS-Brasil;subsidiar a adoção de medidas destinadas à implementação do Programa de Prevenção e Controle das Infecções Sexualmente Transmissíveis e do Vírus da Imunodeficiência Adquirida - IST/HIV: I - Diretor do Departamento de Saúde e Assistência Social - DESAS (presidente);;;inexistente;Comando da Marinha: a) CMG (S) CINTIA LOBO CEZAR (titular), e b) 1ºT (S) JONATAS MENDES DE ALBUQUERQUE (suplente), Comando do Exército: a) TC Med GUSTAVO LUNA CABRAL (titular), e b) Maj Med MARIANA DE AGUIAR SANTOS (suplente), Comando da Aeronáutica: a) Maj Med DIANA SANTINI (titular), e b) Cap Med BRUNO SOARES SOUZA (suplente).;;;;;;;;;;;;;;;;;;https://www.in.gov.br/web/dou/-/portaria-sepesd-md-n-2.907-de-21-de-maio-de-2026-707184050
